s, adc_data[0..11], adc_data[11], adc_data[10], adc_data[9], adc_data[8], adc_data[7], adc_data[6], adc_data[5], adc_data[4], adc_data[3], adc_data[2], adc_data[1], adc_data[0], adc_start, adc_channel[0..2], adc_channel[2], adc_channel[1], adc_channel[0], lockin_update_pulse, 
311, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
312, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
313, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
314, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
315, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
316, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
317, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
318, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
319, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
320, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
321, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
322, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
323, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
324, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
325, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
326, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
327, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
328, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
329, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
330, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
331, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
332, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
333, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
334, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
335, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
336, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
337, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
338, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
339, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
340, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
341, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
342, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
343, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
344, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
345, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
346, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
347, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
348, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
349, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
350, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
351, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
352, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
353, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
354, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
355, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
356, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
357, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
358, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
359, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
360, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
361, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
362, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
363, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
364, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
365, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
366, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
367, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
368, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
369, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
370, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
371, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
372, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
373, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
374, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
375, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
376, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
377, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
378, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
379, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
380, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
381, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
382, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
383, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
384, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
385, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
386, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
387, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
388, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
389, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
390, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
391, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
392, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
393, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
394, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
395, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
396, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
397, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
398, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
399, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
400, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
401, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
402, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
403, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
404, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
405, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
406, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
407, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
408, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
409, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
410, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
411, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
412, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
413, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
414, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
415, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
416, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
417, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
418, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
419, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
420, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
421, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
422, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
423, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
424, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
425, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
426, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
427, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
428, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
429, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
430, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
431, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
432, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
433, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
434, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
435, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
436, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
437, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
438, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
439, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
440, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
441, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
442, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
443, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
444, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
445, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
446, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
447, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
448, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
449, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
450, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
451, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
452, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
453, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
454, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
455, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
456, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
457, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
458, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
459, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
460, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
461, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
462, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
463, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
464, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
465, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
466, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
467, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
468, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
469, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
470, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
471, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
472, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
473, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
474, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
475, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
476, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
477, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
478, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
479, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
480, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
481, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
482, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
483, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
484, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
485, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
486, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
487, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
488, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
489, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
490, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
491, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
492, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
493, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
494, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
495, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
496, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
497, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
498, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
499, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
500, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
501, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
502, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
503, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
504, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
505, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
506, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
507, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
508, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
509, XXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
510, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
511, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
512, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
513, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
514, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
515, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
516, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
517, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
518, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
519, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
520, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
521, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
522, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
523, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
524, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
525, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
526, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
527, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
528, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
529, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
530, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
531, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
532, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
533, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
534, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
535, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
536, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
537, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
538, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
539, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
540, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
541, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
542, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
543, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
544, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
545, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
546, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
547, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
548, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
549, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
550, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
551, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
552, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
553, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
554, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
555, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
556, 000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
557, 400, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
558, 400, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
559, 600, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
560, 600, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
561, 600, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
562, 600, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
563, 600, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
564, 680, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
565, 680, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
566, 680, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
567, 680, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
568, 680, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
569, 680, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
570, 680, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
571, 680, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
572, 690, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
573, 690, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
574, 690, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
575, 690, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
576, 690, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
577, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
578, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
579, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
580, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
581, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
582, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
583, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
584, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
585, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
586, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
587, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
588, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
589, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
590, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
591, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
592, 694, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
